,index,site_id,item_id,date,sq_footage,mpds,locale,periodic_gbv,quantity_sold,price,sales
0,163,516,-14148,2017-11-08,5046,12,1,3944879,5,1.9899999999999998,9.95
1,349,380,-14148,2017-11-08,4388,10,1,3715933,4,1.99,7.96
2,492,399,-14148,2017-11-08,4200,10,2,3169351,3,1.99,5.97
3,545,459,-14148,2017-11-08,4600,12,3,2804845,2,1.99,3.98
4,570,517,-14148,2017-11-08,5046,10,4,3344107,2,1.99,3.98
5,581,554,-14148,2017-11-08,4000,20,2,4593539,4,1.74,6.96
6,789,280,-14148,2017-11-08,2408,12,1,2037927,1,1.99,1.99
7,1030,380,-14148,2017-11-09,4388,10,1,3715933,4,1.99,7.96
8,1078,517,-14148,2017-11-09,5046,10,4,3344107,8,1.99,15.92
9,1159,280,-14148,2017-11-09,2408,12,1,2037927,2,1.99,3.98
10,1231,516,-14148,2017-11-09,5046,12,1,3944879,1,1.99,1.99
11,1249,554,-14148,2017-11-09,4000,20,2,4593539,3,1.99,5.97
12,1564,399,-14148,2017-11-09,4200,10,2,3169351,9,1.99,17.91
13,1959,399,-14148,2017-11-10,4200,10,2,3169351,5,1.9899999999999998,9.95
14,2018,380,-14148,2017-11-10,4388,10,1,3715933,5,1.9899999999999998,9.95
15,2058,280,-14148,2017-11-10,2408,12,1,2037927,2,1.99,3.98
16,2278,516,-14148,2017-11-10,5046,12,1,3944879,2,1.99,3.98
17,2288,459,-14148,2017-11-10,4600,12,3,2804845,4,1.99,7.96
18,2486,517,-14148,2017-11-10,5046,10,4,3344107,3,1.99,5.97
19,2790,554,-14148,2017-11-10,4000,20,2,4593539,3,1.99,5.97
20,2989,517,-14148,2017-11-11,5046,10,4,3344107,2,1.99,3.98
21,3102,399,-14148,2017-11-11,4200,10,2,3169351,7,1.99,13.93
22,3176,554,-14148,2017-11-11,4000,20,2,4593539,1,1.99,1.99
23,3271,380,-14148,2017-11-11,4388,10,1,3715933,3,1.99,5.97
24,3493,459,-14148,2017-11-11,4600,12,3,2804845,1,1.99,1.99
25,3500,280,-14148,2017-11-11,2408,12,1,2037927,2,1.99,3.98
26,3765,516,-14148,2017-11-11,5046,12,1,3944879,1,1.99,1.99
27,4094,459,-14148,2017-11-12,4600,12,3,2804845,3,1.99,5.97
28,4281,517,-14148,2017-11-12,5046,10,4,3344107,3,1.99,5.97
29,4336,554,-14148,2017-11-12,4000,20,2,4593539,1,1.99,1.99
30,4346,516,-14148,2017-11-12,5046,12,1,3944879,1,1.99,1.99
31,4596,399,-14148,2017-11-12,4200,10,2,3169351,2,1.99,3.98
32,4832,554,-14148,2017-11-13,4000,20,2,4593539,5,1.9899999999999998,9.95
33,5032,516,-14148,2017-11-13,5046,12,1,3944879,3,1.99,5.97
34,5172,280,-14148,2017-11-13,2408,12,1,2037927,2,1.99,3.98
35,5300,517,-14148,2017-11-13,5046,10,4,3344107,4,1.99,7.96
36,5442,380,-14148,2017-11-13,4388,10,1,3715933,3,1.99,5.97
37,5466,399,-14148,2017-11-13,4200,10,2,3169351,4,1.99,7.96
38,5639,554,-14148,2017-11-14,4000,20,2,4593539,2,1.99,3.98
39,5783,517,-14148,2017-11-14,5046,10,4,3344107,3,1.99,5.97
40,5801,459,-14148,2017-11-14,4600,12,3,2804845,1,1.99,1.99
41,5842,516,-14148,2017-11-14,5046,12,1,3944879,6,1.99,11.94
42,6009,399,-14148,2017-11-14,4200,10,2,3169351,5,1.9899999999999998,9.95
43,6272,380,-14148,2017-11-14,4388,10,1,3715933,2,1.99,3.98
44,6779,554,-14148,2017-11-15,4000,20,2,4593539,2,1.99,3.98
45,6965,380,-14148,2017-11-15,4388,10,1,3715933,3,1.99,5.97
46,6982,516,-14148,2017-11-15,5046,12,1,3944879,4,1.99,7.96
47,7040,517,-14148,2017-11-15,5046,10,4,3344107,7,1.99,13.93
48,7060,459,-14148,2017-11-15,4600,12,3,2804845,1,1.99,1.99
49,7111,399,-14148,2017-11-15,4200,10,2,3169351,4,1.99,7.96
50,7791,280,-14148,2017-11-16,2408,12,1,2037927,4,1.99,7.96
51,7894,517,-14148,2017-11-16,5046,10,4,3344107,9,1.99,17.91
52,7911,399,-14148,2017-11-16,4200,10,2,3169351,4,1.99,7.96
53,7941,554,-14148,2017-11-16,4000,20,2,4593539,3,1.99,5.97
54,8102,459,-14148,2017-11-16,4600,12,3,2804845,3,1.99,5.97
55,8150,380,-14148,2017-11-16,4388,10,1,3715933,6,1.99,11.94
56,8375,459,-14148,2017-11-17,4600,12,3,2804845,1,1.99,1.99
57,8379,380,-14148,2017-11-17,4388,10,1,3715933,8,1.99,15.92
58,8836,516,-14148,2017-11-17,5046,12,1,3944879,4,1.99,7.96
59,8864,280,-14148,2017-11-17,2408,12,1,2037927,1,1.99,1.99
60,9002,399,-14148,2017-11-17,4200,10,2,3169351,4,1.99,7.96
61,9154,554,-14148,2017-11-17,4000,20,2,4593539,1,1.99,1.99
62,9171,517,-14148,2017-11-17,5046,10,4,3344107,3,1.99,5.97
63,9532,517,-14148,2017-11-18,5046,10,4,3344107,3,1.99,5.97
64,9596,554,-14148,2017-11-18,4000,20,2,4593539,1,1.99,1.99
65,9846,380,-14148,2017-11-18,4388,10,1,3715933,8,1.99,15.92
66,9968,399,-14148,2017-11-18,4200,10,2,3169351,6,1.99,11.94
67,10317,459,-14148,2017-11-18,4600,12,3,2804845,1,1.99,1.99
68,10534,399,-14148,2017-11-19,4200,10,2,3169351,6,1.99,11.94
69,10711,459,-14148,2017-11-19,4600,12,3,2804845,1,1.99,1.99
70,10892,554,-14148,2017-11-19,4000,20,2,4593539,1,1.99,1.99
71,10939,517,-14148,2017-11-19,5046,10,4,3344107,3,1.99,5.97
72,11052,280,-14148,2017-11-19,2408,12,1,2037927,1,1.99,1.99
73,11108,516,-14148,2017-11-19,5046,12,1,3944879,3,1.99,5.97
74,11154,380,-14148,2017-11-19,4388,10,1,3715933,2,1.99,3.98
75,11425,399,-14148,2017-11-20,4200,10,2,3169351,3,1.99,5.97
76,11689,517,-14148,2017-11-20,5046,10,4,3344107,3,1.99,5.97
77,11801,280,-14148,2017-11-20,2408,12,1,2037927,1,1.99,1.99
78,11931,554,-14148,2017-11-20,4000,20,2,4593539,2,1.99,3.98
79,12150,459,-14148,2017-11-20,4600,12,3,2804845,2,1.99,3.98
80,12158,380,-14148,2017-11-20,4388,10,1,3715933,1,1.99,1.99
81,12310,280,-14148,2017-11-21,2408,12,1,2037927,1,1.99,1.99
82,12508,399,-14148,2017-11-21,4200,10,2,3169351,5,1.9899999999999998,9.95
83,12705,459,-14148,2017-11-21,4600,12,3,2804845,3,1.99,5.97
84,12872,554,-14148,2017-11-21,4000,20,2,4593539,2,1.99,3.98
85,12906,380,-14148,2017-11-21,4388,10,1,3715933,4,1.99,7.96
86,12923,517,-14148,2017-11-21,5046,10,4,3344107,9,1.99,17.91
87,13182,516,-14148,2017-11-21,5046,12,1,3944879,1,1.99,1.99
88,13279,280,-14148,2017-11-22,2408,12,1,2037927,2,1.99,3.98
89,13626,399,-14148,2017-11-22,4200,10,2,3169351,9,1.99,17.91
90,13670,516,-14148,2017-11-22,5046,12,1,3944879,1,1.99,1.99
91,13887,459,-14148,2017-11-22,4600,12,3,2804845,5,1.9899999999999998,9.95
92,14161,517,-14148,2017-11-22,5046,10,4,3344107,4,1.99,7.96
93,14251,380,-14148,2017-11-22,4388,10,1,3715933,6,1.99,11.94
94,14437,554,-14148,2017-11-23,4000,20,2,4593539,1,1.99,1.99
95,14714,517,-14148,2017-11-23,5046,10,4,3344107,2,1.99,3.98
96,14724,459,-14148,2017-11-23,4600,12,3,2804845,2,1.99,3.98
97,15030,399,-14148,2017-11-23,4200,10,2,3169351,3,1.99,5.97
98,15199,380,-14148,2017-11-23,4388,10,1,3715933,7,1.99,13.93
99,15647,554,-14148,2017-11-24,4000,20,2,4593539,1,1.99,1.99
100,15836,380,-14148,2017-11-24,4388,10,1,3715933,3,1.99,5.97
101,16027,399,-14148,2017-11-24,4200,10,2,3169351,1,1.99,1.99
102,16338,459,-14148,2017-11-24,4600,12,3,2804845,1,1.99,1.99
103,16354,517,-14148,2017-11-24,5046,10,4,3344107,3,1.99,5.97
104,16768,459,-14148,2017-11-25,4600,12,3,2804845,1,1.99,1.99
105,16990,380,-14148,2017-11-25,4388,10,1,3715933,6,1.99,11.94
106,17054,517,-14148,2017-11-25,5046,10,4,3344107,4,1.99,7.96
107,17263,554,-14148,2017-11-25,4000,20,2,4593539,1,1.99,1.99
108,17325,399,-14148,2017-11-25,4200,10,2,3169351,3,1.99,5.97
109,17396,554,-14148,2017-11-26,4000,20,2,4593539,4,1.99,7.96
110,17399,380,-14148,2017-11-26,4388,10,1,3715933,3,1.99,5.97
111,17584,399,-14148,2017-11-26,4200,10,2,3169351,5,1.9899999999999998,9.95
112,17654,280,-14148,2017-11-26,2408,12,1,2037927,1,1.99,1.99
113,17848,459,-14148,2017-11-26,4600,12,3,2804845,1,1.99,1.99
114,18022,517,-14148,2017-11-26,5046,10,4,3344107,2,1.99,3.98
115,18082,516,-14148,2017-11-26,5046,12,1,3944879,1,1.99,1.99
116,18333,380,-14148,2017-11-27,4388,10,1,3715933,3,1.99,5.97
117,18500,554,-14148,2017-11-27,4000,20,2,4593539,3,1.3233333333333335,3.97
118,18524,459,-14148,2017-11-27,4600,12,3,2804845,2,1.99,3.98
119,18594,399,-14148,2017-11-27,4200,10,2,3169351,3,1.99,5.97
120,18941,517,-14148,2017-11-27,5046,10,4,3344107,2,1.99,3.98
121,19126,399,-14148,2017-11-28,4200,10,2,3169351,4,1.99,7.96
122,19153,554,-14148,2017-11-28,4000,20,2,4593539,2,1.99,3.98
123,19309,517,-14148,2017-11-28,5046,10,4,3344107,1,1.99,1.99
124,19379,380,-14148,2017-11-28,4388,10,1,3715933,2,1.99,3.98
125,19467,280,-14148,2017-11-28,2408,12,1,2037927,2,1.99,3.98
126,19770,459,-14148,2017-11-28,4600,12,3,2804845,5,1.9899999999999998,9.95
127,20011,554,-14148,2017-11-29,4000,20,2,4593539,1,1.99,1.99
128,20013,380,-14148,2017-11-29,4388,10,1,3715933,11,1.87,20.57
129,20269,399,-14148,2017-11-29,4200,10,2,3169351,6,1.9349999999999998,11.61
130,20420,280,-14148,2017-11-29,2408,12,1,2037927,1,1.99,1.99
131,20479,459,-14148,2017-11-29,4600,12,3,2804845,7,1.8957142857142857,13.27
132,20547,517,-14148,2017-11-29,5046,10,4,3344107,6,1.825,10.95
133,20689,516,-14148,2017-11-29,5046,12,1,3944879,5,1.8579999999999999,9.29
134,21032,516,-14148,2017-11-30,5046,12,1,3944879,5,1.7920000000000003,8.96
135,21156,399,-14148,2017-11-30,4200,10,2,3169351,13,1.8123076923076922,23.56
136,21237,280,-14148,2017-11-30,2408,12,1,2037927,8,1.78375,14.27
137,21499,380,-14148,2017-11-30,4388,10,1,3715933,11,1.81,19.91
138,21715,517,-14148,2017-11-30,5046,10,4,3344107,9,1.8433333333333333,16.59
139,21733,459,-14148,2017-11-30,4600,12,3,2804845,6,1.825,10.95
140,22081,280,-14148,2017-12-01,2408,12,1,2050110,5,1.6600000000000001,8.3
141,22122,554,-14148,2017-12-01,4000,20,2,4593539,3,1.99,5.97
142,22130,516,-14148,2017-12-01,5046,12,1,3975605,2,1.825,3.65
143,22200,459,-14148,2017-12-01,4600,12,3,2815512,4,1.99,7.96
144,22452,517,-14148,2017-12-01,5046,10,4,3385640,12,1.7975,21.57
145,22717,380,-14148,2017-12-01,4388,10,1,3714266,6,1.825,10.95
146,22849,399,-14148,2017-12-01,4200,10,2,3169351,8,1.86625,14.93
147,23115,554,-14148,2017-12-02,4000,20,2,4593539,1,1.99,1.99
148,23158,380,-14148,2017-12-02,4388,10,1,3714266,7,1.8485714285714285,12.94
149,23440,516,-14148,2017-12-02,5046,12,1,3975605,8,1.7425,13.94
150,23600,399,-14148,2017-12-02,4200,10,2,3169351,5,1.9899999999999998,9.95
151,23780,280,-14148,2017-12-02,2408,12,1,2050110,4,1.7425,6.97
152,23880,459,-14148,2017-12-02,4600,12,3,2815512,2,1.66,3.32
153,23902,517,-14148,2017-12-02,5046,10,4,3385640,10,1.693,16.93
154,24277,380,-14148,2017-12-03,4388,10,1,3714266,8,1.7425,13.94
155,24304,517,-14148,2017-12-03,5046,10,4,3385640,3,1.99,5.97
156,24309,554,-14148,2017-12-03,4000,20,2,4593539,7,1.8485714285714285,12.94
157,24323,399,-14148,2017-12-03,4200,10,2,3169351,1,1.99,1.99
158,24477,280,-14148,2017-12-03,2408,12,1,2050110,1,1.99,1.99
159,24708,459,-14148,2017-12-03,4600,12,3,2815512,1,1.99,1.99
160,24855,516,-14148,2017-12-03,5046,12,1,3975605,4,1.7425,6.97
161,25039,517,-14148,2017-12-04,5046,10,4,3385640,12,1.825,21.9
162,25108,380,-14148,2017-12-04,4388,10,1,3714266,5,1.7920000000000003,8.96
163,25604,280,-14148,2017-12-04,2408,12,1,2050110,3,1.6600000000000001,4.98
164,25626,399,-14148,2017-12-04,4200,10,2,3169351,7,1.8957142857142857,13.27
165,25671,459,-14148,2017-12-04,4600,12,3,2815512,7,1.8485714285714285,12.94
166,25690,516,-14148,2017-12-04,5046,12,1,3975605,7,1.8957142857142857,13.27
167,25716,554,-14148,2017-12-04,4000,20,2,4593539,2,1.66,3.32
168,25888,516,-14148,2017-12-05,5046,12,1,3975605,4,1.99,7.96
169,25952,380,-14148,2017-12-05,4388,10,1,3714266,11,1.9,20.9
170,25987,517,-14148,2017-12-05,5046,10,4,3385640,15,1.968,29.52
171,26195,399,-14148,2017-12-05,4200,10,2,3169351,6,1.825,10.95
172,26201,459,-14148,2017-12-05,4600,12,3,2815512,1,1.99,1.99
173,26300,280,-14148,2017-12-05,2408,12,1,2050110,2,1.825,3.65
174,26386,554,-14148,2017-12-05,4000,20,2,4593539,1,1.99,1.99
175,26673,516,-14148,2017-12-06,5046,12,1,3975605,6,1.7149999999999999,10.29
176,26871,459,-14148,2017-12-06,4600,12,3,2815512,4,1.66,6.64
177,27124,380,-14148,2017-12-06,4388,10,1,3714266,6,1.825,10.95
178,27136,554,-14148,2017-12-06,4000,20,2,4593539,4,1.99,7.96
179,27316,517,-14148,2017-12-06,5046,10,4,3385640,14,1.9192857142857143,26.87
180,27489,399,-14148,2017-12-06,4200,10,2,3169351,14,1.9428571428571428,27.2
181,27841,554,-14148,2017-12-07,4000,20,2,4593539,4,1.9075,7.63
182,27868,380,-14148,2017-12-07,4388,10,1,3714266,13,1.8376923076923077,23.89
183,28006,399,-14148,2017-12-07,4200,10,2,3169351,13,1.863076923076923,24.22
184,28029,280,-14148,2017-12-07,2408,12,1,2050110,2,1.66,3.32
185,28141,516,-14148,2017-12-07,5046,12,1,3975605,9,1.77,15.93
186,28368,517,-14148,2017-12-07,5046,10,4,3385640,11,1.93,21.23
187,28378,459,-14148,2017-12-07,4600,12,3,2815512,13,1.7361538461538462,22.57
188,28735,517,-14148,2017-12-08,5046,10,4,3385640,9,1.9533333333333331,17.58
189,28777,380,-14148,2017-12-08,4388,10,1,3714266,11,1.81,19.91
190,28983,399,-14148,2017-12-08,4200,10,2,3169351,12,1.825,21.9
191,29055,516,-14148,2017-12-08,5046,12,1,3975605,4,1.825,7.3
192,29250,554,-14148,2017-12-08,4000,20,2,4593539,3,1.6566666666666665,4.97
193,29378,280,-14148,2017-12-08,2408,12,1,2050110,2,1.99,3.98
194,29501,459,-14148,2017-12-08,4600,12,3,2815512,4,1.99,7.96
195,29665,459,-14148,2017-12-09,4600,12,3,2815512,2,1.66,3.32
196,29851,517,-14148,2017-12-09,5046,10,4,3385640,12,1.9075,22.89
197,29916,399,-14148,2017-12-09,4200,10,2,3169351,5,1.9899999999999998,9.95
198,30066,280,-14148,2017-12-09,2408,12,1,2050110,5,1.7260000000000002,8.63
199,30337,516,-14148,2017-12-09,5046,12,1,3975605,4,1.9075,7.63
200,30399,380,-14148,2017-12-09,4388,10,1,3714266,9,1.8800000000000001,16.92
201,30627,380,-14148,2017-12-10,4388,10,1,3714266,6,1.825,10.95
202,30649,554,-14148,2017-12-10,4000,20,2,4593539,4,1.825,7.3
203,30712,280,-14148,2017-12-10,2408,12,1,2050110,4,1.7425,6.97
204,30748,399,-14148,2017-12-10,4200,10,2,3169351,17,1.7570588235294118,29.87
205,30821,517,-14148,2017-12-10,5046,10,4,3385640,5,1.924,9.62
206,30999,516,-14148,2017-12-10,5046,12,1,3975605,6,1.7699999999999998,10.62
207,31176,459,-14148,2017-12-10,4600,12,3,2815512,5,1.7260000000000002,8.63
208,31393,380,-14148,2017-12-11,4388,10,1,3714266,4,1.825,7.3
209,31440,554,-14148,2017-12-11,4000,20,2,4593539,4,1.825,7.3
210,31456,517,-14148,2017-12-11,5046,10,4,3385640,10,1.825,18.25
211,31681,459,-14148,2017-12-11,4600,12,3,2815512,4,1.66,6.64
212,31859,516,-14148,2017-12-11,5046,12,1,3975605,7,1.8014285714285714,12.61
213,32135,399,-14148,2017-12-11,4200,10,2,3169351,6,1.88,11.28
214,32223,280,-14148,2017-12-11,2408,12,1,2050110,4,1.9075,7.63
215,32320,380,-14148,2017-12-12,4388,10,1,3714266,12,1.7975,21.57
216,32571,554,-14148,2017-12-12,4000,20,2,4593539,4,1.9075,7.63
217,32585,517,-14148,2017-12-12,5046,10,4,3385640,9,1.99,17.91
218,32613,516,-14148,2017-12-12,5046,12,1,3975605,6,1.88,11.28
219,32757,399,-14148,2017-12-12,4200,10,2,3169351,7,1.8957142857142857,13.27
220,33024,459,-14148,2017-12-12,4600,12,3,2815512,6,1.6600000000000001,9.96
221,33150,459,-14148,2017-12-13,4600,12,3,2815512,3,1.88,5.64
222,33172,380,-14148,2017-12-13,4388,10,1,3714266,5,1.9899999999999998,9.95
223,33389,517,-14148,2017-12-13,5046,10,4,3385640,12,1.8658333333333335,22.39
224,33738,554,-14148,2017-12-13,4000,20,2,4593539,2,1.99,3.98
225,33869,399,-14148,2017-12-13,4200,10,2,3169351,20,1.7505,35.01
226,33974,516,-14148,2017-12-13,5046,12,1,3975605,5,1.9899999999999998,9.95
227,34161,516,-14148,2017-12-14,5046,12,1,3975605,9,1.8800000000000001,16.92
228,34297,517,-14148,2017-12-14,5046,10,4,3385640,9,1.8433333333333333,16.59
229,34334,399,-14148,2017-12-14,4200,10,2,3169351,8,1.9075,15.26
230,34377,554,-14148,2017-12-14,4000,20,2,4593539,5,1.924,9.62
231,34836,459,-14148,2017-12-14,4600,12,3,2815512,6,1.88,11.28
232,34890,380,-14148,2017-12-14,4388,10,1,3714266,9,1.6966666666666665,15.27
233,35027,517,-14148,2017-12-15,5046,10,4,3385640,6,1.9349999999999998,11.61
234,35513,280,-14148,2017-12-15,2408,12,1,2050110,4,1.9075,7.63
235,35547,516,-14148,2017-12-15,5046,12,1,3975605,2,1.825,3.65
236,35576,459,-14148,2017-12-15,4600,12,3,2815512,3,1.99,5.97
237,35598,554,-14148,2017-12-15,4000,20,2,4593539,2,1.825,3.65
238,35619,399,-14148,2017-12-15,4200,10,2,3169351,5,1.924,9.62
239,35712,580,-14148,2017-12-15,5518,30,5,5552023,1,1.66,1.66
240,35907,380,-14148,2017-12-15,4388,10,1,3714266,5,1.7920000000000003,8.96
241,36395,517,-14148,2017-12-16,5046,10,4,3385640,14,1.8485714285714285,25.88
242,36448,554,-14148,2017-12-16,4000,20,2,4593539,4,1.99,7.96
243,36762,516,-14148,2017-12-16,5046,12,1,3975605,6,1.825,10.95
244,36912,399,-14148,2017-12-16,4200,10,2,3169351,6,1.9349999999999998,11.61
245,36980,459,-14148,2017-12-16,4600,12,3,2815512,10,1.7920000000000003,17.92
246,37000,280,-14148,2017-12-16,2408,12,1,2050110,4,1.825,7.3
247,37150,580,-14148,2017-12-16,5518,30,5,5552023,6,1.9349999999999998,11.61
248,37289,380,-14148,2017-12-16,4388,10,1,3714266,6,1.99,11.94
249,37618,399,-14148,2017-12-17,4200,10,2,3169351,5,1.9899999999999998,9.95
250,37627,517,-14148,2017-12-17,5046,10,4,3385640,13,1.7615384615384615,22.9
251,37914,580,-14148,2017-12-17,5518,30,5,5552023,6,1.825,10.95
252,38000,516,-14148,2017-12-17,5046,12,1,3975605,2,1.99,3.98
253,38081,459,-14148,2017-12-17,4600,12,3,2815512,6,1.825,10.95
254,38237,554,-14148,2017-12-17,4000,20,2,4593539,2,1.99,3.98
255,38253,380,-14148,2017-12-17,4388,10,1,3714266,6,1.99,11.94
256,38520,380,-14148,2017-12-18,4388,10,1,3714266,11,1.96,21.56
257,38935,399,-14148,2017-12-18,4200,10,2,3169351,8,1.99,15.92
258,38981,554,-14148,2017-12-18,4000,20,2,4593539,5,1.924,9.62
259,39168,517,-14148,2017-12-18,5046,10,4,3385640,7,1.7542857142857142,12.28
260,39235,459,-14148,2017-12-18,4600,12,3,2815512,7,1.8014285714285714,12.61
261,39276,516,-14148,2017-12-18,5046,12,1,3975605,3,1.88,5.64
262,39538,399,-14148,2017-12-19,4200,10,2,3169351,6,1.9349999999999998,11.61
263,39872,580,-14148,2017-12-19,5518,30,5,5552023,3,1.88,5.64
264,39884,280,-14148,2017-12-19,2408,12,1,2050110,5,1.8579999999999999,9.29
265,39893,516,-14148,2017-12-19,5046,12,1,3975605,4,1.99,7.96
266,39903,380,-14148,2017-12-19,4388,10,1,3714266,10,1.891,18.91
267,39921,459,-14148,2017-12-19,4600,12,3,2815512,1,1.66,1.66
268,40092,554,-14148,2017-12-19,4000,20,2,4593539,2,1.99,3.98
269,40196,517,-14148,2017-12-19,5046,10,4,3385640,7,1.8014285714285714,12.61
270,40323,580,-14148,2017-12-20,5518,30,5,5552023,3,1.88,5.64
271,40392,399,-14148,2017-12-20,4200,10,2,3169351,12,1.7975,21.57
272,40527,380,-14148,2017-12-20,4388,10,1,3714266,10,1.825,18.25
273,40537,516,-14148,2017-12-20,5046,12,1,3975605,5,1.7920000000000003,8.96
274,40593,554,-14148,2017-12-20,4000,20,2,4593539,3,1.99,5.97
275,40986,517,-14148,2017-12-20,5046,10,4,3385640,14,1.8478571428571429,25.87
276,41030,459,-14148,2017-12-20,4600,12,3,2815512,3,1.99,5.97
277,41349,580,-14148,2017-12-21,5518,30,5,5552023,4,1.9075,7.63
278,41361,516,-14148,2017-12-21,5046,12,1,3975605,4,1.9075,7.63
279,41686,459,-14148,2017-12-21,4600,12,3,2815512,3,1.99,5.97
280,41703,517,-14148,2017-12-21,5046,10,4,3385640,14,1.9192857142857143,26.87
281,41898,380,-14148,2017-12-21,4388,10,1,3714266,8,1.9075,15.26
282,41965,399,-14148,2017-12-21,4200,10,2,3169351,9,1.9166666666666667,17.25
283,42195,554,-14148,2017-12-21,4000,20,2,4593539,2,1.99,3.98
284,42309,459,-14148,2017-12-22,4600,12,3,2815512,1,1.99,1.99
285,42355,380,-14148,2017-12-22,4388,10,1,3714266,5,1.9899999999999998,9.95
286,42600,554,-14148,2017-12-22,4000,20,2,4593539,5,1.7920000000000003,8.96
287,42899,517,-14148,2017-12-22,5046,10,4,3385640,13,1.863076923076923,24.22
288,42954,516,-14148,2017-12-22,5046,12,1,3975605,7,1.8014285714285714,12.61
289,43028,580,-14148,2017-12-22,5518,30,5,5552023,3,1.88,5.64
290,43347,399,-14148,2017-12-22,4200,10,2,3169351,8,1.78375,14.27
291,43394,380,-14148,2017-12-23,4388,10,1,3714266,3,1.7699999999999998,5.31
292,43488,459,-14148,2017-12-23,4600,12,3,2815512,7,1.8485714285714285,12.94
293,43545,399,-14148,2017-12-23,4200,10,2,3169351,5,1.924,9.62
294,43890,280,-14148,2017-12-23,2408,12,1,2050110,3,1.88,5.64
295,43992,517,-14148,2017-12-23,5046,10,4,3385640,5,1.9899999999999998,9.95
296,44082,580,-14148,2017-12-23,5518,30,5,5552023,8,1.94875,15.59
297,44241,554,-14148,2017-12-23,4000,20,2,4593539,1,1.99,1.99
298,44470,459,-14148,2017-12-24,4600,12,3,2815512,3,1.7699999999999998,5.31
299,44727,399,-14148,2017-12-24,4200,10,2,3169351,4,1.825,7.3
300,44866,280,-14148,2017-12-24,2408,12,1,2050110,1,1.99,1.99
301,44906,580,-14148,2017-12-24,5518,30,5,5552023,2,1.66,3.32
302,44976,517,-14148,2017-12-24,5046,10,4,3385640,5,1.658,8.29
303,45029,380,-14148,2017-12-24,4388,10,1,3714266,4,1.99,7.96
304,45234,554,-14148,2017-12-24,4000,20,2,4593539,2,1.66,3.32
305,45289,516,-14148,2017-12-24,5046,12,1,3975605,3,1.88,5.64
306,45471,459,-14148,2017-12-25,4600,12,3,2815512,7,1.8014285714285714,12.61
307,45775,399,-14148,2017-12-25,4200,10,2,3169351,6,1.7699999999999998,10.62
308,45904,516,-14148,2017-12-25,5046,12,1,3975605,2,1.99,3.98
309,45912,280,-14148,2017-12-25,2408,12,1,2050110,1,1.99,1.99
310,45990,517,-14148,2017-12-25,5046,10,4,3385640,4,1.9075,7.63
311,46190,580,-14148,2017-12-25,5518,30,5,5552023,6,1.9349999999999998,11.61
312,46211,380,-14148,2017-12-25,4388,10,1,3714266,9,1.7333333333333334,15.6
313,46579,380,-14148,2017-12-26,4388,10,1,3714266,4,1.825,7.3
314,46584,554,-14148,2017-12-26,4000,20,2,4593539,2,1.99,3.98
315,46646,399,-14148,2017-12-26,4200,10,2,3169351,2,1.825,3.65
316,46919,517,-14148,2017-12-26,5046,10,4,3385640,7,1.7542857142857142,12.28
317,46952,580,-14148,2017-12-26,5518,30,5,5552023,5,1.7260000000000002,8.63
318,47091,459,-14148,2017-12-26,4600,12,3,2815512,2,1.66,3.32
319,47104,516,-14148,2017-12-26,5046,12,1,3975605,2,1.99,3.98
320,47178,280,-14148,2017-12-26,2408,12,1,2050110,1,1.99,1.99
321,47246,517,-14148,2017-12-27,5046,10,4,3385640,8,1.94875,15.59
322,47457,459,-14148,2017-12-27,4600,12,3,2815512,3,1.7699999999999998,5.31
323,47673,554,-14148,2017-12-27,4000,20,2,4593539,3,1.99,5.97
324,47702,399,-14148,2017-12-27,4200,10,2,3169351,3,1.88,5.64
325,47801,280,-14148,2017-12-27,2408,12,1,2050110,3,1.88,5.64
326,47871,380,-14148,2017-12-27,4388,10,1,3714266,3,1.88,5.64
327,48024,580,-14148,2017-12-27,5518,30,5,5552023,4,1.9075,7.63
328,48242,517,-14148,2017-12-28,5046,10,4,3385640,7,1.99,13.93
329,48300,516,-14148,2017-12-28,5046,12,1,3975605,1,1.99,1.99
330,48351,580,-14148,2017-12-28,5518,30,5,5552023,2,1.99,3.98
331,48421,399,-14148,2017-12-28,4200,10,2,3169351,3,1.88,5.64
332,48428,554,-14148,2017-12-28,4000,20,2,4593539,4,1.99,7.96
333,48641,380,-14148,2017-12-28,4388,10,1,3714266,3,1.99,5.97
334,48880,459,-14148,2017-12-28,4600,12,3,2815512,4,1.7425,6.97
335,49079,280,-14148,2017-12-29,2408,12,1,2050110,4,1.99,7.96
336,49226,459,-14148,2017-12-29,4600,12,3,2815512,2,1.99,3.98
337,49324,580,-14148,2017-12-29,5518,30,5,5776210,2,1.825,3.65
338,49376,554,-14148,2017-12-29,4000,20,2,4595890,1,1.99,1.99
339,49423,380,-14148,2017-12-29,4388,10,1,3714266,9,1.9166666666666667,17.25
340,49503,399,-14148,2017-12-29,4200,10,2,3169351,4,1.9075,7.63
341,49639,516,-14148,2017-12-29,5046,12,1,3975605,2,1.99,3.98
342,49731,517,-14148,2017-12-29,5046,10,4,3390059,8,1.86625,14.93
343,50171,554,-14148,2017-12-30,4000,20,2,4595890,4,1.99,7.96
344,50219,380,-14148,2017-12-30,4388,10,1,3714266,8,1.9075,15.26
345,50385,517,-14148,2017-12-30,5046,10,4,3390059,4,1.825,7.3
