,item_id,site_id,total_sales,product_name
1532,-12076,516,1071.02,WRI ORBIT SPRMNT
1533,-31692,280,1070.85,WRI BBL TAPE AWESOME ORIG
1534,-43535,280,1070.45,HER KG 2.95z REESES OUTRGS
1535,-40259,399,1070.39,TRKR SNK 5z GMY BEAR BAG
1536,-46728,380,1070.23,MAR SUP 9.6z M&M PEANUT BUTTER
1537,-38020,554,1067.94,PERF AIRHD 6z XTRM BRY BITES BAG
1538,-38070,380,1067.3,D*WARHEAD SR SPRAY CANDY
1539,-41258,459,1067.19,FC AFTERSHOCKS POPPING CANDY
1540,-12196,399,1066.93,HER ICE BRKR TIN COOLMINT
1541,-12008,380,1066.89,HER TWZ 7z STRWB TWIST BAG
1542,-12010,554,1066.02,WW AUS LIC BLK BAG 10z
1543,-12008,399,1065.99,HER TWZ 7z STRWB TWIST BAG
1544,-44534,399,1065.86,STK MAMBA CHEW TRPC 2.8z
1545,-14150,516,1065.23,WRI SKITTLES TROP 2.17z
1546,-45901,459,1065.2,KINDER BUENO 1.5z
1547,-12025,399,1064.75,HARIBO GMI 5z FROGS BAG
1548,-39279,280,1064.31,HER KG REESES PB CUP W/REESE PC 2.8z
1549,-46731,517,1063.81, SWEETART ROPE RAINBOW KG 3.5z
1550,-12160,580,1063.31,100 GRAND KG 2.8z
1551,-12312,517,1063.27, SWEETARTS ROLL 1.8z
1552,-33260,459,1062.99,BUTTERFINGER SINGLE 1.9z
1553,-38406,554,1062.6,HER ICE BRKR ICE CUBE PMNT
1554,-11982,601,1061.76,E FRUTTI 2.7z LNCH BAG
1555,-35254,517,1061.45,D*PERF KG AIRHEADS XTREM BITES 4z
1556,-44547,554,1061.34,WRI 5 COLBALT MGPK
1557,-40287,601,1061.24,HARIBO GMI 5z PEACH BAG
1558,-46660,459,1061.17,HER KG KIT KAT DUOS MINT 3z
1559,-12212,459,1059.62,TOPPS RING POP
1560,-27618,459,1059.55,D*MAR KG 2.83z M&M ALMD
1561,-12254,399,1059.2,100 GRAND SINGLE 1.5z
1562,-12183,399,1057.79,MENTOS MINT 15ct/ 1.32z
1563,-35748,399,1057.25,D*KDSM GATOR CHOMP
1564,-12271,459,1056.6,HER WHATCHAMACALLIT 1.6z
1565,-12148,280,1055.47,HER KG 2.6z ALMD
1566,-41219,589,1054.94,MON TRIDENT ORIG
1567,-38007,516,1054.91,D*HER CKIE N CRM 7.6z DROPS
1568,-44543,601,1054.29,WRI KG EXTRA PPRMNT MGPK
1569,-12225,516,1054.1,KDSM SODA CAN FIZZY
1570,-44976,399,1053.96,SWEETARTS ROPE BITES BAG 5.25z
1571,-14153,459,1052.86,TTS CHARLSTN CHEW MINI 3.5z
1572,-46724,589,1052.8,MAR KG 3.16z MILKY WAY SALTED CARM
1573,-27618,580,1051.57,D*MAR KG 2.83z M&M ALMD
1574,-27618,380,1051.26,D*MAR KG 2.83z M&M ALMD
1575,-12221,399,1050.06,TOPPS JUICY DROP POP
1576,-12078,554,1049.45,WRI ORBIT SWT MNT
1577,-12220,280,1048.84,TOPPS BABY BTL POP
1578,-36262,554,1047.76,SWEETS 7z CINN BEAR BAG
1579,-15299,580,1046.42, SWEETARTS ROPE CHEWY 1.8z
1580,-46731,459,1045.94, SWEETART ROPE RAINBOW KG 3.5z
1581,-12056,380,1045.5,CEDE MEGA DBL LOLLIES
1582,-14623,399,1045.17,BLK FRST 4.5z GMY BEAR BAG
1583,-12280,459,1044.72,HER SKOR 1.4z
1584,-12160,399,1043.77,100 GRAND KG 2.8z
1585,-30263,601,1043.35,MAR KG M&M MINIS MEGA TUBE 1.77z
1586,-47109,459,1042.89,MAR KG 2.83z M&M FUDGE BROWNIE
1587,-12008,589,1042.67,HER TWZ 7z STRWB TWIST BAG
1588,-46716,517,1042.11,HARIBO GMI 4.1z WATERMELON BAG
1589,-17370,554,1040.8,HER KG 3.4z PAYDAY
1590,-40237,516,1040.31,D*BUTTERFINGER CRISP KG 2.01z
1591,-47109,399,1039.85,MAR KG 2.83z M&M FUDGE BROWNIE
1592,-41258,380,1039.05,FC AFTERSHOCKS POPPING CANDY
1593,-17370,580,1039.03,HER KG 3.4z PAYDAY
1594,-12153,554,1038.74,HER KG 2.6z MILK CHOC
1595,-12224,399,1038.62,KDSM QUICK BLAST
1596,-12166,280,1038.47,MAR KG 3.14z M&M PLAIN
1597,-42561,580,1037.78,MAR KG 2.64z TWIX WHT CHOC
1598,-12271,399,1037.73,HER WHATCHAMACALLIT 1.6z
1599,-45901,580,1037.72,KINDER BUENO 1.5z
1600,-40259,516,1037.4,TRKR SNK 5z GMY BEAR BAG
1601,-12016,280,1037.03,HER TWZ 6z CHRY NIBS BAG
1602,-35748,580,1035.35,D*KDSM GATOR CHOMP
1603,-28403,580,1035.34,JB MIKE & IKE ORIG 5z
1604,-38005,589,1034.28,I*TROLLI 4.25z SR BRT OCTOPUS BAG
1605,-42553,399,1031.55,D*HER KG 3z KIT KAT DRK CHOC
1606,-12224,580,1030.57,KDSM QUICK BLAST
1607,-44530,459,1030.27,AM LIC SR PNCH BLU RSPBRY 2z
1608,-11978,554,1028.86,WRI LFSVR 6.25z WNT O GRN BAG
1609,-11967,399,1028.34,D*HER TWZ 16z CHRY BITES BAG
1610,-12003,589,1028.23,I*MAR M&M PNUT BAG 5.3z
1611,-46739,589,1027.58,PERF AIRHEADS PARADISE BLND BITES 6z
1612,-44548,459,1027.41,WRI 5 RAIN MGPK
1613,-39678,580,1026.39,MENTOS GUM PURE FRSH SPRMNT
1614,-12001,601,1025.68,WW AUS LIC WTRMLN BAG 10z
1615,-38009,280,1025.37,PERF AIRHD 6z SFT FILL BITES BAG
1616,-32298,554,1025.36,WRI LFSVR GMI 7z COLLISIONS BAG
1617,-38016,280,1023.97,WRI LFSVR GMI 7z MIX BRY BAG
1618,-36092,554,1023.86,WRI SKITTLES 7.2z MASH UP BAG
1619,-45901,516,1023.82,KINDER BUENO 1.5z
1620,-41220,459,1023.69,MON TRIDENT SPRMNT
1621,-40510,554,1023.42,HARIBO GMI 10z GOLD BEARS PCH
1622,-12166,554,1023.28,MAR KG 3.14z M&M PLAIN
1623,-17622,380,1022,I*HER CADBURY CREME EGG 1.2z LTO
1624,-12291,601,1021.79,HER MILK CHOC 1.55z
1625,-42976,280,1021.06,MON SOUR PATCH 8z KIDS
1626,-12197,380,1018.62,HER ICE BRKR TIN WINTERGRN
1627,-41259,580,1018.35,D*KDSM SOUR FLUSH
1628,-12094,516,1017.79,WRI EXTRA WINTERFRESH
1629,-38069,516,1015.92,CD TOXIC WASTE SLIME LICKER
1630,-12018,516,1014.89,HER TWZ 7z CHRY BITES BAG
1631,-46660,554,1013.84,HER KG KIT KAT DUOS MINT 3z
1632,-46723,516,1013.22,MAR KG 2.72z TWIX COOKIE & CREME
1633,-12008,516,1012.94,HER TWZ 7z STRWB TWIST BAG
1634,-14628,459,1012.85,I*BLK FRST 4.5z GMY PCH RNG BAG
1635,-45241,516,1012.61,D*HER KG 2.8z REESES PB LVR LTO
1636,-42849,280,1011.69,KINDER JOY 7z
1637,-12054,380,1011.65,AM LIC RED VINES 8z BAG
1638,-44537,517,1010.51,WRI STARBURST DUO 2.07z
1639,-32305,554,1010.47, SPREE 12z CHWY SUB
1640,-12331,516,1010.36,WRI SKITTLES 2.17z
1641,-16894,280,1010.3,MAR TWIX CARM 1.79z
1642,-25034,589,1010.19,CEDE MEGA SMARTIES 2.25z
1643,-12326,459,1009.8,WRI STARBURST TROP 2.07z
1644,-37390,280,1009.16,PERF KG AIRHEADS FRT BITES 4z
1645,-46751,589,1006.16,TROLLI 4.25z CRUNCHY CRWLR PEG
1646,-27907,280,1004.49,SWEETS 5z CHOC CINN BEAR BAG
1647,-12183,517,1004.25,MENTOS MINT 15ct/ 1.32z
1648,-28107,380,1003.62,MAR DOVE SLKY SMTH DARK 1.44z
1649,-42561,589,1002.03,MAR KG 2.64z TWIX WHT CHOC
1650,-25200,601,1000.83,TOPPS PUSH POP JUMBO
1651,-32360,459,1000.01,WRI 5 ASCENT
1652,-17625,517,999.34,I*HER REESES EGG 1.2z LTO
1653,-34365,280,998.49,TROLLI 4z SR BRT EGGS BAG
1654,-46721,380,996.07,HI CHEW SUB ORIGINAL 12.7z
1655,-12010,280,996.01,WW AUS LIC BLK BAG 10z
1656,-45904,380,995.95,I*WRI LFSVR GMI 7z NEON BAG
1657,-38398,459,995.63,HER KG REESES WHT CHOC 2.8z
1658,-17227,280,995.53,TROLLI 5Z SR BRT CRWLR BAG
1659,-40609,517,995.01,PEARSON KG 3.5z NUT ROLL PB
1660,-14623,516,994.82,BLK FRST 4.5z GMY BEAR BAG
1661,-44531,459,993.35,I*AM LIC SR PNCH WTRMLN 2z
1662,-12321,589,993,WRI SKITTLES SOUR 1.8z
1663,-44223,517,992.58,D*WELCH FRT SNACK 5z SPRFRT MX
1664,-40609,380,990.71,PEARSON KG 3.5z NUT ROLL PB
1665,-27617,554,989.94,MAR KG 2.83z M&M PRETZEL
1666,-46660,280,989.87,HER KG KIT KAT DUOS MINT 3z
1667,-12326,380,988.56,WRI STARBURST TROP 2.07z
1668,-38411,554,988.4,HER ICE BRKR ICE CUBE SPRMNT
1669,-42986,380,986.72,D*MAR M&M CRML SUB 9.6z
1670,-45241,589,985.94,D*HER KG 2.8z REESES PB LVR LTO
1671,-12322,516,985.16,WRI STARBURST FAVE RED 2.07z
1672,-11963,601,984.45,AM LIC RED VINES 1LB JMB BAG
1673,-12002,554,984.38,I*MAR M&M PB BAG 5.1z
1674,-11963,516,982.93,AM LIC RED VINES 1LB JMB BAG
1675,-29954,589,982.61,MAR MILKY WAY 1.84z
1676,-41221,380,982.59,MON TRIDENT TROP TWIST
1677,-25034,380,981.92,CEDE MEGA SMARTIES 2.25z
1678,-12237,459,981.72,C RIFIC HELICOPTER LITE-UP FAN
1679,-12308,554,981.57,STK MAMBA CHEW 2.8z
1680,-38406,459,981.07,HER ICE BRKR ICE CUBE PMNT
1681,-44541,517,979.78,D*MAR KG 2.82z TWIX TRPL CHOC 
1682,-42981,399,979.29,HARIBO GMI 5z STAR MIX BAG
1683,-35748,589,977.2,D*KDSM GATOR CHOMP
1684,-40237,399,977.06,D*BUTTERFINGER CRISP KG 2.01z
1685,-44538,399,976.66,I*MAR KG 2.8z SNICK ALMND BT
1686,-39279,601,976.63,HER KG REESES PB CUP W/REESE PC 2.8z
1687,-46723,459,976.52,MAR KG 2.72z TWIX COOKIE & CREME
1688,-44548,516,975.55,WRI 5 RAIN MGPK
1689,-12237,580,974.44,C RIFIC HELICOPTER LITE-UP FAN
1690,-12003,580,974.44,I*MAR M&M PNUT BAG 5.3z
1691,-35746,517,973.7,E FRUTTI PIZZAS
1692,-40729,517,973.59,WRI EXTRA CINNAMON
1693,-42986,589,972.57,D*MAR M&M CRML SUB 9.6z
1694,-38007,459,972.25,D*HER CKIE N CRM 7.6z DROPS
1695,-40607,459,972.18,HER KG 3z KIT KAT WHT CHOC
1696,-15112,459,969.72,WELCH FRT SNACK 5z MIXED BAG
1697,-27845,517,969.67,MON DENTYNE ICE ARCTIC CHIL SPLIT2FIT
1698,-35746,589,968.98,E FRUTTI PIZZAS
1699,-12027,601,967.92,HARIBO GMI 5z RNBW FROGS BAG
1700,-42968,517,967.8,D*TROLLI 5z SR BRT CRWLR WTRMLN
1701,-14628,516,967.29,I*BLK FRST 4.5z GMY PCH RNG BAG
1702,-45526,580,966.94,NERDS CHWY 6z BAG
1703,-42986,517,966.47,D*MAR M&M CRML SUB 9.6z
1704,-12093,380,965.54,WRI EXTRA WATERMELON
1705,-28663,459,965.06,KDSM I.C.U. CYCLOPS
1706,-44976,580,964.96,SWEETARTS ROPE BITES BAG 5.25z
1707,-29435,280,964.66,ORIG GRMT LOLLIPOP
1708,-25034,459,964.14,CEDE MEGA SMARTIES 2.25z
1709,-40197,399,963.86,I*WRI KG 3.5z STRBRST SR GUMMIES
1710,-12278,516,963.81,HER ROLO 1.7z
1711,-12355,280,963.65,HER MILK DUDS 5z
1712,-27497,517,961.53,HER ICE BRKR DUO STRAW
1713,-17584,380,961.02,AM LIC RED ROPE 20z
1714,-12074,516,960.97,WRI ORBIT WNTRMNT
1715,-11964,580,960.78,I*AM LIC 2LB FAMILY MIX BAG
1716,-44534,459,960.59,STK MAMBA CHEW TRPC 2.8z
1717,-38397,517,960.24,D*WRI KG SKITTLES 4z SWT & SR
1718,-17363,601,959.99,HER KG REESES TAKE 5 BAR
1719,-25034,517,959.01,CEDE MEGA SMARTIES 2.25z
1720,-12246,280,958.99,HER CKIE N CRM 1.55z
1721,-45668,380,958.39,HER REESES MINI 10.5z PCH SUB
1722,-46721,517,957.62,HI CHEW SUB ORIGINAL 12.7z
1723,-12074,517,957.6,WRI ORBIT WNTRMNT
1724,-42968,589,957.38,D*TROLLI 5z SR BRT CRWLR WTRMLN
1725,-42981,516,957.26,HARIBO GMI 5z STAR MIX BAG
1726,-12174,380,956.92,WRI KG 3.45z STARBURST ORIG
1727,-12162,280,956.72,MAR KG 3.28z 3 MUSK
1728,-38020,601,956.21,PERF AIRHD 6z XTRM BRY BITES BAG
1729,-38032,589,955.77,I*MON SOUR PATCH 9z KD BIG BAG
1730,-46728,516,955.34,MAR SUP 9.6z M&M PEANUT BUTTER
1731,-12258,459,955.25,I*MAR M&M PB 1.63z
1732,-12326,589,954.92,WRI STARBURST TROP 2.07z
1733,-41259,459,954.74,D*KDSM SOUR FLUSH
1734,-38411,580,954.73,HER ICE BRKR ICE CUBE SPRMNT
1735,-14623,459,954.21,BLK FRST 4.5z GMY BEAR BAG
1736,-15112,554,953.72,WELCH FRT SNACK 5z MIXED BAG
1737,-30263,554,953.21,MAR KG M&M MINIS MEGA TUBE 1.77z
1738,-44539,459,952.95,MAR KG 2.8z SNICK CRMY PNT BT
1739,-32297,380,951.78,D*HER BRKSIDE 7z DARK CHOC POM SUB
1740,-27624,554,951.66,I*HER KG REESES EGG 2.4z LTO
1741,-42863,589,951.23,AM LIC RED VINES RED ROPE BAG 14z
1742,-21206,517,950.99,D* LAFFY TAFFY BANANA 1.5z
1743,-38398,580,950.54,HER KG REESES WHT CHOC 2.8z
1744,-12027,554,950.5,HARIBO GMI 5z RNBW FROGS BAG
1745,-44530,589,949.87,AM LIC SR PNCH BLU RSPBRY 2z
1746,-31692,554,949.71,WRI BBL TAPE AWESOME ORIG
1747,-44548,380,949.61,WRI 5 RAIN MGPK
1748,-12254,516,948.74,100 GRAND SINGLE 1.5z
1749,-40259,459,948.56,TRKR SNK 5z GMY BEAR BAG
1750,-40607,516,947.43,HER KG 3z KIT KAT WHT CHOC
1751,-41480,280,947.03,MAR M&M PEANUT SUB 10.7z
1752,-38069,280,946.2,CD TOXIC WASTE SLIME LICKER
1753,-12196,517,946.07,HER ICE BRKR TIN COOLMINT
1754,-12094,380,945.95,WRI EXTRA WINTERFRESH
1755,-42553,516,945.77,D*HER KG 3z KIT KAT DRK CHOC
1756,-29435,399,945.35,ORIG GRMT LOLLIPOP
1757,-46728,601,944.82,MAR SUP 9.6z M&M PEANUT BUTTER
1758,-29956,589,944.4,MAR 3 MUSK 1.92z
1759,-44532,399,944.03,GTZE COW TALES 4PK
1760,-12298,517,943.52,HER PAYDAY 1.85z
1761,-40732,380,943.15,HER ICE BRKR ICE CUBE GRP
1762,-12262,380,942.21,D*MAR SNICKERS ALMD 1.76z
1763,-11964,380,940.41,I*AM LIC 2LB FAMILY MIX BAG
1764,-42977,280,940.11,MON SWEDISH FISH 8z RED BAG
1765,-46720,380,939.73,HER REG KIT KAT DUOS MINT 1.5z
1766,-41220,554,938.74,MON TRIDENT SPRMNT
1767,-12161,580,938.3, BABY RUTH KG 3.3z
1768,-12027,280,938.15,HARIBO GMI 5z RNBW FROGS BAG
1769,-45895,516,937.33,RAINDROPS PIZZA 3z
1770,-12166,601,935.78,MAR KG 3.14z M&M PLAIN
1771,-29829,459,935.59,WW OUTBACK BEANS BLK BAG 10z
1772,-27497,380,935.32,HER ICE BRKR DUO STRAW
1773,-40731,459,935.07,WRI HUBBA BUBBA MAX OUTRAGEOUS
1774,-12300,516,934.85,STK MAMBA CHEW SOUR 2.8z
1775,-42311,516,933.46,D*HER GOLD 1.4z
1776,-12056,517,932.85,CEDE MEGA DBL LOLLIES
1777,-34369,554,931.42,HI CHEW 3.53z MIX TROP BAG
1778,-45903,380,930.57,LAFFY TAFFY WTRMLN 1.5z
1779,-46755,589,930.52,I*WRI KG SKITTLES 2.9z YOGRT DIP
1780,-44541,380,929.81,D*MAR KG 2.82z TWIX TRPL CHOC 
1781,-12197,580,929.73,HER ICE BRKR TIN WINTERGRN
1782,-32305,280,929.59, SPREE 12z CHWY SUB
1783,-38004,554,928.27,AM LIC SOUR PNCH 9z ASRTD SUB
1784,-38020,280,928.03,PERF AIRHD 6z XTRM BRY BITES BAG
1785,-45240,516,927.48,HER REG 1.5z REESES PB LVR LTO
1786,-12268,280,927.11,MAR M&M PEANUT 1.74z
1787,-44534,516,926.79,STK MAMBA CHEW TRPC 2.8z
1788,-17363,399,926.39,HER KG REESES TAKE 5 BAR
1789,-12162,554,926.18,MAR KG 3.28z 3 MUSK
1790,-45710,380,926,HI CHEW 3.17z SUPERFRUIT MIX
1791,-12322,580,925.77,WRI STARBURST FAVE RED 2.07z
1792,-12269,399,925.72,MAR M&M PLAIN 1.69z
1793,-12186,380,924.35,MENTOS FRUIT 15ct/1.32z
1794,-12161,516,924.1, BABY RUTH KG 3.3z
1795,-21206,459,923.69,D* LAFFY TAFFY BANANA 1.5z
1796,-11968,280,923.55,HER TWZ 16z STRWB TWIST BAG
1797,-35743,380,922.16,D*C RIFIC MICKEY MOUSE FAN
1798,-40237,459,921.39,D*BUTTERFINGER CRISP KG 2.01z
1799,-44376,589,920.93,D*MAR KG 2.8z M&M WHT CHC PNT
1800,-12279,601,920.8,HER SYMPHONY ALMD 1.5z
1801,-29829,280,920.75,WW OUTBACK BEANS BLK BAG 10z
1802,-41213,601,920.17,MAR KG 2.83z M&M CARM
1803,-12018,399,918.89,HER TWZ 7z CHRY BITES BAG
1804,-12011,459,918.87,WW AUS LIC GRN APPL BAG 10z
1805,-28697,554,918.67,JB HOT TAMALES 5z
1806,-12262,554,917.98,D*MAR SNICKERS ALMD 1.76z
1807,-12321,459,917.02,WRI SKITTLES SOUR 1.8z
1808,-45896,516,916.41,RAINDROPS SUSHI 3z
1809,-44531,589,914.95,I*AM LIC SR PNCH WTRMLN 2z
1810,-38009,554,914.69,PERF AIRHD 6z SFT FILL BITES BAG
1811,-41477,380,913.99,D*HER REESES 6.1z CRNCHRS BAG
1812,-12269,580,913.15,MAR M&M PLAIN 1.69z
1813,-12076,459,912.69,WRI ORBIT SPRMNT
1814,-27497,399,912.4,HER ICE BRKR DUO STRAW
1815,-12006,459,911.77,WRI SKITTLES 7.2z BAG
1816,-14625,280,909.09,BLK FRST 4.5z GMY WORM BAG
1817,-46768,589,909.04,ALB 8z GMI BEARS 8 FLAVOR BAG
1818,-45917,399,908.8,TTS CHARLSTN CHEW ROLLERS 4.5z
1819,-42982,459,908.6,I* NERD 10z CHWY SUB
1820,-28108,280,908.53,MAR DOVE SLKY SMTH MILK 1.44z
1821,-26802,380,908,WRI KG EXTRA SMOOTH MINT
1822,-44532,580,907.21,GTZE COW TALES 4PK
1823,-12212,399,907.13,TOPPS RING POP
1824,-12161,459,907.11, BABY RUTH KG 3.3z
1825,-44545,517,906.38,D*MAR KG 3z MILKY WAY FDG
1826,-33262,517,905.58,D*PERF AIRHEADS FRT BITES 2z
1827,-41487,280,905.45,GUSHERS 4.25z FLVR MIX BAG
1828,-11981,280,904.5,WRI LFSVR GMI 7z 5 FLAVOR BAG
1829,-41220,516,904.49,MON TRIDENT SPRMNT
1830,-28661,554,904.22,KDSM DUBBLE BUBBLE MINI GUMBL
1831,-32297,399,903.19,D*HER BRKSIDE 7z DARK CHOC POM SUB
1832,-42311,554,902.23,D*HER GOLD 1.4z
1833,-42166,589,901.87,D*KDSM SHARK BITE
1834,-44548,580,901.74,WRI 5 RAIN MGPK
1835,-46728,580,901.66,MAR SUP 9.6z M&M PEANUT BUTTER
1836,-12102,601,901.53,WRI EXTRA SPEARMINT
1837,-29954,459,901.3,MAR MILKY WAY 1.84z
1838,-42553,459,900.36,D*HER KG 3z KIT KAT DRK CHOC
1839,-12260,517,899.86,MAR MILKY WAY MIDNIGHT 1.76z
1840,-33255,399,899.06,WRI HUBBA BUBBA STRAW/WTRMLN
1841,-41258,589,898.73,FC AFTERSHOCKS POPPING CANDY
1842,-41255,399,898.59,KDSM OOZE TUBE
1843,-17406,516,898.25,HER BRTHSVR 3HR SPEAR
1844,-44537,589,898.09,WRI STARBURST DUO 2.07z
1845,-29829,580,897.4,WW OUTBACK BEANS BLK BAG 10z
1846,-17406,380,897.16,HER BRTHSVR 3HR SPEAR
1847,-39280,517,896.19,D*HER REESES PB CUP W/REESE PC 1.5z
1848,-31934,601,895.95,HER KIT KAT 7.6z MINIS PCH SUB
1849,-14151,459,895.05,TTS JUNIOR MINTS 3.5z
1850,-32903,601,894.32,HER KG WHATCHAMACALLIT 2.6z
1851,-38008,601,894.27,TROLLI 5z SR BRT CRWLR VRY BRY BAG
1852,-33256,554,894.21,HER KG ALMD JOY 3.2z
1853,-11966,554,892.77,HER TWZ 14z CHRY PULLNPEEL BAG
1854,-14628,589,892.29,I*BLK FRST 4.5z GMY PCH RNG BAG
1855,-39677,554,891.91,MENTOS GUM PURE FRSH MNT
1856,-39280,380,891.8,D*HER REESES PB CUP W/REESE PC 1.5z
1857,-45914,601,891.59,GUSHERS 4.25z SOUR FRT BAG
1858,-45907,517,891.56,HER J RANCHER 6.5z FRUIT BAG
1859,-31808,516,889.79,WRI KG STARBURST MINIS
1860,-12101,280,889.6,WRI EXTRA PEPPERMINT
1861,-27848,399,889.49,MON TRIDENT WHT SPLIT2FIT PEPPERMINT
1862,-14153,554,889.36,TTS CHARLSTN CHEW MINI 3.5z
1863,-12295,601,888.63,ANB BIG HUNK 2z
1864,-40289,554,888.43,ALB 8z GMI PEACH RING
1865,-27618,516,887.62,D*MAR KG 2.83z M&M ALMD
1866,-42981,459,886.93,HARIBO GMI 5z STAR MIX BAG
1867,-46736,399,886.87, SWEETART ROPE TWST RAINBOW BAG 5z
1868,-14625,601,885.96,BLK FRST 4.5z GMY WORM BAG
1869,-29956,517,885.78,MAR 3 MUSK 1.92z
1870,-17201,554,885.61,D*FC RIPS 4z ASRTD BAG
1871,-42863,380,885.31,AM LIC RED VINES RED ROPE BAG 14z
1872,-14151,399,883.9,TTS JUNIOR MINTS 3.5z
1873,-42555,517,883.83,I*MAR KG 3.03z SNICKERS CRISPER PB
1874,-12248,380,883.34,NES CRUNCH 1.55z
1875,-12016,601,882.73,HER TWZ 6z CHRY NIBS BAG
1876,-45526,459,882.4,NERDS CHWY 6z BAG
1877,-41482,399,881.93,D*MAR SNICKERS 9.1z BITES SUB
1878,-44229,517,880.19,D*PERF AIRHEADS 6z BITES WHT MYSTRY
1879,-12262,580,880.06,D*MAR SNICKERS ALMD 1.76z
1880,-42165,580,879.96,D*PEPPA PIG TOY SURPRISE
1881,-12308,601,879.32,STK MAMBA CHEW 2.8z
1882,-12153,601,879.31,HER KG 2.6z MILK CHOC
1883,-31027,380,877.48,GHIR MLK CRML 3.5z
1884,-40731,380,877.35,WRI HUBBA BUBBA MAX OUTRAGEOUS
1885,-12307,580,876.54,PERF AIRHEADS XTREM SWT SOUR 2z
1886,-12278,580,876.16,HER ROLO 1.7z
1887,-34369,280,876.11,HI CHEW 3.53z MIX TROP BAG
1888,-38005,459,875.97,I*TROLLI 4.25z SR BRT OCTOPUS BAG
1889,-12026,580,875.68,D*HARIBO GMI 5z HAPPY COLA BAG
1890,-45903,399,875.08,LAFFY TAFFY WTRMLN 1.5z
1891,-15299,589,873.52, SWEETARTS ROPE CHEWY 1.8z
1892,-12297,517,873.1,CHICK-O-STICK 1.6z
1893,-38032,380,872.84,I*MON SOUR PATCH 9z KD BIG BAG
1894,-45240,380,872.11,HER REG 1.5z REESES PB LVR LTO
1895,-45903,459,871.88,LAFFY TAFFY WTRMLN 1.5z
1896,-42977,554,871.58,MON SWEDISH FISH 8z RED BAG
1897,-12186,516,871.53,MENTOS FRUIT 15ct/1.32z
1898,-16894,554,871.29,MAR TWIX CARM 1.79z
1899,-12254,580,869.63,100 GRAND SINGLE 1.5z
1900,-12318,280,868.05,NERD ROPE RNBW .92z
1901,-46736,580,867.32, SWEETART ROPE TWST RAINBOW BAG 5z
1902,-27624,516,867.07,I*HER KG REESES EGG 2.4z LTO
1903,-12279,554,865.8,HER SYMPHONY ALMD 1.5z
1904,-12326,580,863.72,WRI STARBURST TROP 2.07z
1905,-44532,516,863.41,GTZE COW TALES 4PK
1906,-23211,380,861.68,FERO TIC TAC ORANGE MINT 1.0Z
1907,-12150,280,861.52,HER KG 2.6z COOKIE N CRM
1908,-45914,580,861.43,GUSHERS 4.25z SOUR FRT BAG
1909,-45897,589,861.41,WRI KG STARBURST ALL PINK 3.45z
1910,-32297,554,861.4,D*HER BRKSIDE 7z DARK CHOC POM SUB
1911,-12026,589,859.95,D*HARIBO GMI 5z HAPPY COLA BAG
1912,-12314,280,858.1, LAFFY TAFFY GRAPE 1.5z
1913,-46750,589,857.6,TOPPS PUSH POP GUMMY ROLL 1.25z
1914,-12224,516,856.76,KDSM QUICK BLAST
1915,-12186,459,856.24,MENTOS FRUIT 15ct/1.32z
1916,-40729,399,856.14,WRI EXTRA CINNAMON
1917,-30628,280,856.1,I*HER KG CADBURY EGG MINI 2.2z LTO
1918,-32303,380,855.83,D*TROLLI 4.25z NEON SQUIGGLE BAG
1919,-30754,517,855.8,D*HI CHEW STRWBERRY 1.76z
1920,-45241,580,854.79,D*HER KG 2.8z REESES PB LVR LTO
1921,-44283,399,853.45,HARIBO STRMRS SOUR ZIN 4.5z
1922,-34386,280,852.93,ALB 9z GMI BEARS 12 FLAVOR SUB
1923,-32360,589,852.39,WRI 5 ASCENT
1924,-41221,580,851.78,MON TRIDENT TROP TWIST
1925,-12084,516,850.81,WRI ORBIT PMNT
1926,-23211,517,850.62,FERO TIC TAC ORANGE MINT 1.0Z
1927,-12186,580,849.29,MENTOS FRUIT 15ct/1.32z
1928,-41259,589,849.24,D*KDSM SOUR FLUSH
1929,-33263,280,848.59,WRI KG SKITTLES 4z WLD BRY
1930,-41489,380,847.93,D*HER KG 2.86z REESES CRNCHY CKIE
1931,-44531,516,847.52,I*AM LIC SR PNCH WTRMLN 2z
1932,-32335,280,847.32,HI CHEW 3.53z MIX BAG
1933,-41489,516,846.16,D*HER KG 2.86z REESES CRNCHY CKIE
1934,-12093,589,845.88,WRI EXTRA WATERMELON
1935,-11997,517,845.81,D*WRI STARBURST 6z GMIBRST BAG
1936,-12258,580,845.75,I*MAR M&M PB 1.63z
1937,-40606,516,845.69,D*MAR KG 3.23z SNICKERS HZLNT 2PC
1938,-32297,516,845.66,D*HER BRKSIDE 7z DARK CHOC POM SUB
1939,-33255,380,845.54,WRI HUBBA BUBBA STRAW/WTRMLN
1940,-41024,280,844.97,PERF AIRHD 6z XTRM SRFLL BITES BAG
1941,-42973,399,844.78,D*MON SWEDISH FISH 8z TROP MINI BAG
1942,-45895,517,844.66,RAINDROPS PIZZA 3z
1943,-46723,580,844.24,MAR KG 2.72z TWIX COOKIE & CREME
1944,-38398,399,842.6,HER KG REESES WHT CHOC 2.8z
1945,-38070,580,842.37,D*WARHEAD SR SPRAY CANDY
1946,-12291,554,842.07,HER MILK CHOC 1.55z
1947,-29829,554,841.71,WW OUTBACK BEANS BLK BAG 10z
1948,-12197,516,840.75,HER ICE BRKR TIN WINTERGRN
